congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
115,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.689,-0.071,-48.41054,0.90538,487,21,,-0.689,-0.071
115,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.269,-0.21,-93.85782,0.81323,454,43,,-0.329,-0.316
115,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.454,-0.015,-39.43687,0.92221,487,17,,0.438,-0.205
115,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.207,-0.122,-67.88778,0.86988,487,27,,-0.196,-0.155
115,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.306,-0.178,-65.9893,0.87328,487,25,,-0.301,-0.055
115,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.424,-0.097,-72.72378,0.86128,487,35,,-0.459,0.004
115,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.174,-0.219,-64.22589,0.87549,483,22,,-0.181,-0.249
115,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.243,-0.209,-69.63112,0.86284,472,29,,-0.2,-0.198
115,Senate,14651,43,0,FL,100,,,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.339,-56.40832,0.88388,457,14,,-0.198,0.182
115,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.576,-0.302,-39.62661,0.91642,454,17,,0.526,-0.119
115,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.403,-0.014,-19.19492,0.95674,434,7,,0.363,0.162
115,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.611,-0.193,-38.18744,0.92428,485,17,,0.523,0.041
115,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.485,-0.089,-72.18055,0.85957,477,31,,-0.441,-0.137
115,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.417,-0.112,-86.69773,0.83507,481,30,,-0.407,-0.137
115,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.509,0.282,-31.35807,0.93751,486,14,,0.584,0.381
115,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.636,0.57,-25.56217,0.94897,488,12,,0.72,0.396
115,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.363,-0.363,-76.25043,0.85227,477,29,,-0.32,-0.469
115,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.319,0.087,-68.84438,0.85174,429,36,,-0.414,0.172
115,Senate,20717,22,0,IN,100,,,"DONNELLY, Joe",D000607,1955,,-0.119,0.435,-60.41348,0.8822,482,15,,-0.132,0.575
115,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.483,0.057,-30.75715,0.93867,486,7,,0.384,0.085
115,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.343,-0.071,-41.11798,0.91935,489,17,,0.46,-0.015
115,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.518,0.01,-27.81591,0.94459,488,10,,0.537,-0.02
115,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.414,-0.094,-16.33244,0.96682,484,5,,0.348,0.179
115,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.414,0.256,-39.15767,0.92006,470,15,,0.485,-0.132
115,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.0,-27.43356,0.94533,488,8,,0.382,-0.098
115,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.879,-0.477,-135.33002,0.74935,469,64,,0.879,-0.477
115,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.452,-0.1,-29.24283,0.94137,484,14,,0.452,-0.001
115,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.463,0.466,-63.16378,0.87859,488,27,,0.463,0.467
115,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.152,-0.231,-77.28218,0.85381,489,36,,-0.14,-0.182
115,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.11,-0.556,-72.67438,0.8619,489,34,,0.165,-0.403
115,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.326,-0.252,-61.03343,0.88175,485,22,,-0.295,-0.213
115,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.391,-0.174,-63.58986,0.87736,486,25,,-0.342,-0.177
115,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.504,-0.435,-55.96144,0.89124,486,24,,-0.589,-0.503
115,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.764,-0.254,-28.50577,0.94337,489,11,,-0.797,-0.207
115,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.237,-0.211,-102.2497,0.81027,486,41,,-0.278,-0.128
115,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.331,0.026,-88.71147,0.83316,486,45,,-0.365,0.142
115,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.247,-0.162,-62.26335,0.87975,486,29,,-0.284,-0.051
115,Senate,40904,33,0,MN,100,,,"FRANKEN, Al",F000457,1951,,-0.4,-0.169,-23.07296,0.92377,291,9,,-0.337,-0.277
115,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.343,-0.129,-29.02326,0.85695,188,10,,-0.341,-0.136
115,Senate,14009,46,0,MS,200,,,"COCHRAN, William Thad",C000567,1937,,0.287,0.051,-8.71534,0.97263,314,0,,0.376,0.246
115,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.377,0.361,-22.32152,0.95529,488,9,,0.415,0.188
115,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.424,0.256,-9.97939,0.93214,142,5,,0.424,0.256
115,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.43,0.287,-14.58045,0.97008,480,3,,0.364,0.282
115,Senate,40701,34,0,MO,100,,,"McCASKILL, Claire",M001170,1953,,-0.142,0.023,-82.25184,0.84131,476,37,,-0.153,0.193
115,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.544,-0.082,-47.28449,0.90747,487,21,,0.613,-0.285
115,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.21,0.138,-86.54704,0.83626,484,36,,-0.19,-0.007
115,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.467,0.307,-24.48925,0.95076,485,12,,0.45,0.201
115,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.812,-0.282,-39.6885,0.92111,483,15,,0.813,-0.072
115,Senate,20730,65,0,NV,200,,,"HELLER, Dean",H001041,1960,,0.464,-0.463,-89.4459,0.82737,472,37,,0.476,-0.62
115,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.393,0.363,-78.42986,0.84897,479,36,,-0.392,0.362
115,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.253,-0.241,-63.4701,0.8759,479,22,,-0.229,-0.123
115,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.258,-0.089,-58.07629,0.88737,486,18,,-0.26,-0.086
115,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.364,-0.118,-85.21903,0.81477,416,35,,-0.379,-0.146
115,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.615,-0.16,-55.91258,0.88784,470,25,,-0.651,-0.059
115,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.302,-0.021,-82.70886,0.83801,468,43,,-0.405,0.103
115,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.18,-73.47357,0.85942,485,32,,-0.418,0.091
115,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.351,-0.391,-63.33938,0.87828,488,28,,-0.39,-0.212
115,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.41,-0.225,-153.79193,0.72968,488,79,,-0.842,-0.219
115,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.453,-0.058,-29.37418,0.93941,470,12,,0.434,-0.003
115,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.426,-0.011,-16.19282,0.96627,472,6,,0.398,0.078
115,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.34,0.328,-15.49533,0.96856,485,6,,0.378,0.214
115,Senate,41303,36,0,ND,100,,,"HEITKAMP, Mary Kathryn (Heidi)",H001069,1955,,-0.122,0.398,-60.17727,0.88101,475,21,,-0.09,0.36
115,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.374,-0.251,-31.67773,0.9369,486,9,,0.323,-0.042
115,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.438,-0.136,-61.68958,0.88102,487,24,,-0.396,-0.085
115,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.552,0.04,-24.87697,0.9498,483,10,,0.567,0.172
115,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.575,0.163,-34.42487,0.93202,489,16,,0.69,0.019
115,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.321,-0.433,-107.73962,0.80117,486,57,,-0.433,-0.548
115,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.48,-0.801,-49.72389,0.90198,482,20,,-0.568,-0.731
115,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.638,-0.298,-44.59403,0.90966,471,21,,0.776,-0.283
115,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.304,0.193,-60.57862,0.88348,489,21,,-0.315,0.06
115,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.38,-0.226,-83.01271,0.84387,489,37,,-0.313,-0.148
115,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.397,-0.196,-65.97654,0.87306,486,29,,-0.357,-0.187
115,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.653,-0.01,-30.03334,0.93983,484,15,,0.543,0.122
115,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.408,-0.173,-36.62664,0.92426,465,14,,0.354,-0.099
115,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.41,0.128,-21.1089,0.95775,489,11,,0.463,0.147
115,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.39,0.01,-28.995,0.94162,482,9,,0.401,0.047
115,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.323,-0.182,-20.54993,0.95704,468,3,,0.326,-0.061
115,Senate,40705,54,0,TN,200,,,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.345,-71.47853,0.85892,470,30,,0.513,-0.609
115,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.495,-0.014,-19.86438,0.96003,487,7,,0.416,0.184
115,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.819,-0.328,-48.03377,0.90206,466,21,,0.67,-0.254
115,Senate,14503,67,0,UT,200,,,"HATCH, Orrin Grant",H000338,1934,,0.382,-0.005,-24.52546,0.95089,487,9,,0.363,0.178
115,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.922,-0.387,-82.34938,0.84325,483,49,,0.925,-0.379
115,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.37,-0.135,-66.55849,0.86899,474,31,,-0.309,-0.11
115,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.52,-0.361,-75.42757,0.85346,476,31,,-0.703,-0.643
115,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.194,-0.024,-65.49676,0.8727,481,25,,-0.174,-0.022
115,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.235,-0.105,-64.72973,0.8753,486,22,,-0.241,-0.077
115,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.292,-0.398,-57.10889,0.88935,487,18,,-0.347,-0.254
115,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.342,-0.287,-48.74776,0.90285,477,15,,-0.357,-0.226
115,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.26,0.05,-34.36603,0.93132,483,12,,0.361,0.021
115,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.057,0.47,-73.27288,0.86005,486,35,,-0.045,0.577
115,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.522,-0.226,-117.05442,0.78596,486,60,,-0.345,-0.201
115,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.602,-0.313,-33.04171,0.93427,486,16,,0.641,-0.139
115,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.533,0.23,-31.11247,0.93823,488,12,,0.592,0.26
115,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.54,0.182,-32.44211,0.93581,489,16,,0.576,0.231
