state_name,state_name_slug,state_code,state_code_slug,district,at_large,vacant,bioguide,thomas,govtrack,opensecrets,votesmart,fec,maplight,wikidata,google_entity_id,title,party,name,name_slug,first_name,middle_name,last_name,name_suffix,goes_by,pronunciation,gender,ethnicity,religion,openly_lgbtq,date_of_birth,entered_office,term_end,biography,phone,fax,latitude,longitude,address_complete,address_number,address_prefix,address_street,address_sec_unit_type,address_sec_unit_num,address_city,address_state,address_zipcode,address_type,website,contact_page,facebook_url,twitter_handle,twitter_url,photo_url
"Arkansas","arkansas","AR","ar","3","false","false","W000809","1991","412402","N00031857","71815","H0AR03055","1416","Q1029527","kg:/m/0cmcvkz","representative","republican","Steve Womack","steve-womack","Steve",,"Womack",,,"STEEV WOH-mack","male","white-american","southern-baptist","no","1957-02-18","2011-01-05","2019-01-03","Steve Womack, a Representative from Arkansas; born in Russellville, Pope County, Ark., on February 18, 1957; graduated from Russellville High School, Russellville, Ark., 1975; B.A., Arkansas Tech University, Russellville, Ark., 1979; Arkansas Army National Guard, 1979-2009; radio station manager; consultant; member of the Rogers, Ark., city council, 1983-1984 and 1997-1998; Mayor of Rogers, Ark., 1999-2010; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present).","202-225-4301","202-225-5713","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://womack.house.gov","http://womack.house.gov/contact/","https://www.facebook.com/RepSteveWomack/","rep_stevewomack","https://twitter.com/rep_stevewomack","https://cdn.civil.services/us-house/headshots/512x512/steve-womack.jpg"
"Arkansas","arkansas","AR","ar","4","false","false","W000821","2224","412610","N00035527","119120","H4AR04048","2066","Q16197421","kg:/m/0wklff5","representative","republican","Bruce Westerman","bruce-westerman","Bruce",,"Westerman",,,"BROOS WEST-er-muhn","male","white-american","southern-baptist","no","1967-11-18","2015-01-06","2019-01-03","Bruce Westerman, a Representative from Arkansas; born in Hot Springs, Hot Springs County, Ark., November 18, 1967; graduated from Fountain Lake High School, Hot Springs, Ark., 1986; B.S., University of Arkansas, Fayetteville, Ark., 1990; M.F., Yale Forestry School, New Haven, Conn., 2001; engineer; member of the Fountain Lake, Ark., school board, 2006-2010; member of the Arkansas state house of representatives 2010-2014; elected as a Republican to the One Hundred Fourteenth Congress and to the succeeding Congress (January 3, 2015-present).","202-225-3772","202-225-1314","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://westerman.house.gov","https://westerman.house.gov/contact","https://www.facebook.com/RepWesterman/","RepWesterman","https://twitter.com/RepWesterman","https://cdn.civil.services/us-house/headshots/512x512/bruce-westerman.jpg"
"Arizona","arizona","AZ","az","1","false","false","O000171",,"412682","N00037515","28499","H6AZ01199","2194","Q7817086",,"representative","democrat","Tom O'Halleran","tom-ohalleran","Tom",,"O'Halleran",,,"TAHM oh-HAL-er-uhn","male","white-american","roman-catholic","no","1946-01-24","2017-01-03","2019-01-03","Tom O'Halleran, a Representative from Arizona; born in Chicago, Cook County, Ill., January 24, 1946; graduated from St. Mel High School, Chicago, Ill., 1964; attended Lewis University, Romeoville, Ill., 1965-1966; attended DePaul University, Chicago, Ill., 1991-1992; police officer, Chicago, Ill., 1966-1979; bond trader; business owner; member of the Arizona state house of representatives, 2001-2007; member of the Arizona state senate, 2007-2009; elected as a Democrat to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-3361","202-225-3462","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://ohalleran.house.gov","https://ohalleran.house.gov/contact/email","https://www.facebook.com/repohalleran","repohalleran","https://twitter.com/repohalleran","https://cdn.civil.services/us-house/headshots/512x512/tom-ohalleran.jpg"
"Arizona","arizona","AZ","az","2","false","false","M001197","2225","412611","N00033982","137299","H2AZ08102","2067","Q6774492","kg:/m/027fybv","representative","republican","Martha McSally","martha-mcsally","Martha",,"McSally",,,"MAR-thuh mik-SAL-ee","female","white-american","christian","no","1966-03-22","2015-01-06","2019-01-03","Martha McSally, a Representative from Arizona; born in Warwick, Kent County, R.I., March 22, 1966; B.S., United States Air Force Academy, Colorado Springs, Colo., 1988; M.P.P., John F. Kennedy School of Government, Harvard University, Cambridge, Mass., 1990; United States Air Force, 1988-2010; fighter pilot; professor; unsuccessful candidate for nomination for special election to the One Hundred Twelfth Congress in 2012; unsuccessful candidate for election to the One Hundred Thirteenth Congress in 2012; elected as a Republican to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-2542","202-225-0378","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://mcsally.house.gov","https://mcsally.house.gov/contact","https://www.facebook.com/RepMcSally/","RepMcSally","https://twitter.com/RepMcSally","https://cdn.civil.services/us-house/headshots/512x512/martha-mcsally.jpg"
"Arizona","arizona","AZ","az","3","false","false","G000551","1708","400162","N00025284","28253","H2AZ07070","268","Q946606","kg:/m/024s1z","representative","democrat","Raul Grijalva","raul-grijalva","Raul",,"Grijalva",,,"rah-OOL gree-HAL-vuh [Rs are trilled]","male","hispanic-american","roman-catholic","no","1948-02-19","2003-01-07","2019-01-03","Raul Grijalva, a Representative from Arizona; born in Tucson, Pima County, Ariz., February 19, 1948; graduated from Sunnyside High School, Tucson, Ariz.; B.A., University of Arizona, Tucson, Ariz., 1986; member of the Tucson, Ariz., Unified School Board, 1974-1986; Pima County, Ariz. supervisor, 1989-2002; elected as a Democrat to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-present).","202-225-2435","202-225-1541","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://grijalva.house.gov","https://grijalva.house.gov/email-raul","https://www.facebook.com/GrijalvaForCongress/","RepRaulGrijalva","https://twitter.com/RepRaulGrijalva","https://cdn.civil.services/us-house/headshots/512x512/raul-grijalva.jpg"
"Arizona","arizona","AZ","az","4","false","false","G000565","1992","412397","N00030771","123491","H0AZ01259","1411","Q2059832","kg:/m/0czdqz0","representative","republican","Paul Gosar","paul-gosar","Paul","A.","Gosar",,,"PAWL GOH-sar","male","white-american","roman-catholic","no","1958-11-22","2011-01-05","2019-01-03","Paul Gosar, a Representative from Arizona; born in Rock Springs, Sweetwater County, Wyo., November 22, 1958; graduated from Pinedale High School, Pinedale, Wyo., 1977; B.S., Creighton University, Omaha, Nebr., 1981; D.D.S., Creighton University, Omaha, Nebr., 1985; dentist; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present).","202-225-2315",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://paulgosar.house.gov","http://paulgosar.house.gov/contact/","https://www.facebook.com/repgosar/","RepGosar","https://twitter.com/RepGosar","https://cdn.civil.services/us-house/headshots/512x512/paul-gosar.jpg"
"Arizona","arizona","AZ","az","5","false","false","B001302",,"412683","N00039293","28088","H6AZ05083","2195","Q16199304",,"representative","republican","Andy Biggs","andy-biggs","Andy",,"Biggs",,,"ANN-dee BIGZ","male","white-american","mormon","no","1958-11-07","2017-01-03","2019-01-03","Andy Biggs, a Representative from Arizona; born in Tucson, Pima County, Ariz., November 7, 1958; B.A., Brigham Young University, Provo, Utah, 1982; J.D., University of Arizona, Tucson, Ariz., 1984; M.A., Arizona State University, Phoenix, Ariz, 1999; lawyer, private practice; member of the Arizona state house of representatives, 2003-2011; member of the Arizona state senate, 2011-2016, majority leader, 2011-2012, president, 2013-2016; elected as a Republican to the One Hundred Fifteenth Congress (January 3, 2017-present).","202-225-2635",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://biggs.house.gov","https://biggs.house.gov/contact","https://www.facebook.com/RepAndyBiggs","RepAndyBiggsAZ","https://twitter.com/RepAndyBiggsAZ","https://cdn.civil.services/us-house/headshots/512x512/andy-biggs.jpg"
"Arizona","arizona","AZ","az","6","false","false","S001183","1994","412399","N00006460","106387","H4AZ06045","1413","Q1176561","kg:/m/03wbpxj","representative","republican","David Schweikert","david-schweikert","David",,"Schweikert",,,"DAY-vid SHWAHY-kert","male","white-american","roman-catholic","no","1962-03-03","2011-01-05","2019-01-03","David Schweikert, a Representative from Arizona; born in Los Angeles, Los Angeles County, Calif., on March 3, 1962; A.A., Scottsdale Community College, Scottsdale, Ariz., 1985; B.S., Arizona State University, Tempe, Ariz., 1988; M.B.A., Arizona State University, Tempe, Ariz., 2005; business owner; realtor; financial consultant; member of the Arizona state house of representatives, 1989-1994; member of the Arizona state board of equalization, 1995-2003; Maricopa County, Ariz. treasurer, 2004-2006; elected as a Republican to the One Hundred Twelfth and to the three succeeding Congresses (January 3, 2011-present).","202-225-2190","202-225-0096","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://schweikert.house.gov","https://schweikert.house.gov/contact","https://www.facebook.com/repdavidschweikert/","RepDavid","https://twitter.com/RepDavid","https://cdn.civil.services/us-house/headshots/512x512/david-schweikert.jpg"
"Arizona","arizona","AZ","az","7","false","false","G000574","2226","412612","N00036097",,"H4AZ07043","2068","Q16218474","kg:/m/0wy0mz5","representative","democrat","Ruben Gallego","ruben-gallego","Ruben",,"Gallego",,,"ROO-bin GUY-ay-goh","male","hispanic-american","roman-catholic","no","1979-11-20","2015-01-06","2019-01-03","Ruben Gallego, a Representative from Arizona; born in Chicago, Cook County, Ill., November 20, 1979; A.B., Harvard University, Cambridge, Mass., 2004; United States Marine Corps, 2002-2006; public affairs consultant, 2007-2008; delegate, Democratic National Convention, 2008; vice-chair, Arizona Democratic party, 2009; member of the Arizona state house of representatives, 2010-2014, assistant minority leader, 2012-2014; elected as a Democrat to the One Hundred Fourteenth and to the succeeding Congress (January 3, 2015-present).","202-225-4065","602-257-9103","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://rubengallego.house.gov","https://rubengallego.house.gov/contact","https://www.facebook.com/RepRubenGallego/","RepRubenGallego","https://twitter.com/RepRubenGallego","https://cdn.civil.services/us-house/headshots/512x512/ruben-gallego.jpg"
"Arizona","arizona","AZ","az","8","false","false","F000448","1707","400141","N00006423","28399","H4AZ04024","251","Q1397303","kg:/m/024p5b","representative","republican","Trent Franks","trent-franks","Trent",,"Franks",,,"CHRENT FRAYNKS","male","white-american","southern-baptist","no","1957-06-19","2003-01-07","2019-01-03","Trent Franks, a Representative from Arizona; born in Uravan, Montrose County, Colo., June 19, 1957; attended Ottawa University, Ottawa, Kans.; business owner; member of the Arizona state house of representatives, 1985-1987; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses (January 3, 2003-present).","202-225-4576","202-225-6328","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://franks.house.gov","https://franks.house.gov/contact-me","https://www.facebook.com/TrentFranks/","RepTrentFranks","https://twitter.com/RepTrentFranks","https://cdn.civil.services/us-house/headshots/512x512/trent-franks.jpg"
"Arizona","arizona","AZ","az","9","false","false","S001191","2099","412509","N00033983","28338","H2AZ09019","1733","Q1556541","kg:/m/03qnndb","representative","democrat","Kyrsten Sinema","kyrsten-sinema","Kyrsten",,"Sinema",,,"KEER-sten SIN-eh-muh","female","white-american","unspecified","bisexual","1976-07-12","2013-01-03","2019-01-03","Kyrsten Sinema, a Representative from Arizona; born in Tucson, Pima County, Ariz., July 12, 1976; B.A., Brigham Young University, Provo, Utah; M.S., Arizona State University, Tempe, Ariz., 1999; J.D., Arizona State University, Tempe, Ariz., 2004; Ph.D., Arizona State University, Tempe, Ariz., 2012; social worker; lawyer, private practice; adjunct professor; unsuccessful candidate for election to the Arizona state house of representatives in 2002; member of the Arizona state house of representatives, 2004-2010; member of the Arizona state senate, 2010-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-9888","202-225-9731","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://sinemaforms.house.gov","https://sinemaforms.house.gov/forms/writeyourrep/","https://www.facebook.com/ksinemaaz/","RepSinema","https://twitter.com/RepSinema","https://cdn.civil.services/us-house/headshots/512x512/kyrsten-sinema.jpg"
"California","california","CA","ca","1","false","false","L000578","2100","412510","N00033987","29713","H2CA02142","1734","Q1703840","kg:/m/0288tnx","representative","republican","Doug LaMalfa","doug-lamalfa","Doug",,"LaMalfa",,,"DUHG luh-MAL-fuh","male","white-american","christian","no","1960-07-02","2013-01-03","2019-01-03","Doug LaMalfa, a Representative from California; born in Oroville, Butte County, Calif., July 2, 1960; attended Las Plumas High School, Oroville, Calif.; graduated from Briggs High School, Briggs, Calif., 1978; A.A., Butte College, Oroville, Calif., 1980; B.S., California Polytechnic State University, San Luis Obispo, Calif., 1982; rice farmer; member of the California state assembly, 2002-2008; member of the California state senate, 2010-2012; elected as a Republican to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-3076",,"38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://lamalfa.house.gov","https://lamalfa.house.gov/contact/email-me","https://www.facebook.com/RepLaMalfa/","RepLaMalfa","https://twitter.com/RepLaMalfa","https://cdn.civil.services/us-house/headshots/512x512/doug-lamalfa.jpg"
"California","california","CA","ca","2","false","false","H001068","2101","412511","N00033030","59849","H2CA06259","1735","Q3276717","kg:/m/0ksfyx","representative","democrat","Jared Huffman","jared-huffman","Jared",,"Huffman",,,"JAIR-ed HUHF-muhn","male","white-american","unspecified","no","1964-02-18","2013-01-03","2019-01-03","Jared Huffman, a Representative from California; born in Independence, Jackson County, Mo., February 18, 1964; graduated from William Chrisman High School, Independence, Mo., 1982; B.A., University of California, Santa Barbara, Calif., 1986; J.D., Boston College, Newton, Mass., 1990; lawyer, private practice; senior attorney, Natural Resources Defense Council, 2001-2006; member of the Marin County, Calif., municipal water district board of directors, 2001-2006; member of the California state assembly, 2006-2012; elected as a Democrat to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, 2013-present).","202-225-5161","202-225-5163","38.8863235","-77.011373","2436 Rayburn Hob, Washington, DC 20515","2436",,"Rayburn Hob",,,"Washington","DC","20515",,"https://huffman.house.gov","https://huffman.house.gov/contact/email-me","https://www.facebook.com/RepHuffman/","RepHuffman","https://twitter.com/RepHuffman","https://cdn.civil.services/us-house/headshots/512x512/jared-huffman.jpg"
